Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
e3c99beb-012d-34b2-3106-43d09677eb4e,2015-08-01,,999-18-9642,,,,Margorie48,Macejkovic424,,,,white,nonhispanic,F,Boston  Massachusetts  US,615 Volkman Meadow Apt 29,Lowell,Massachusetts,Middlesex County,01852,42.64423620176479,-71.33654756753974,108193.79,35.40
1d754837-ea72-0c65-a1b8-e6256ec0bc83,1982-05-06,2019-08-29,999-50-5741,S99932005,X6798423X,Mrs.,Alexis664,Pfannerstill264,,Shields502,M,white,nonhispanic,F,Medford  Massachusetts  US,153 Huels Underpass,Winchester,Massachusetts,Middlesex County,,42.435628924719566,-71.121462598052,1672561.49,282105.05
0d4dee62-9b26-afd4-e1fe-c586a9f667dc,1980-02-22,,999-69-1203,S99958966,X64864484X,Mr.,Xavier983,Klocko335,,,M,white,hispanic,M,Beverly  Massachusetts  US,777 Schroeder Extension Suite 97,Ludlow,Massachusetts,Hampden County,,42.155538624013204,-72.45882574754957,1087615.88,3633.37
fa69f006-ce5b-9739-9266-bbcfb04e3dc2,1982-03-21,,999-74-8678,S99944738,X83107776X,Ms.,Prudence900,Windler79,,,S,white,nonhispanic,F,Barnstable  Massachusetts  US,343 Bosco Skyway,Sterling,Massachusetts,Worcester County,,42.42088500859612,-71.76099149266506,1258008.78,207983.63
ffeaea78-bd1c-4dfe-d80a-85f2e4deb458,1982-05-06,,999-71-1396,S99959716,X66184795X,Mrs.,Mable471,Runte676,,Bruen238,M,white,nonhispanic,F,Hudson  Massachusetts  US,674 Littel Rue,Winchester,Massachusetts,Middlesex County,,42.422454105246786,-71.130854057695,1036592.15,158009.89
8c32faa1-0414-1d33-7f61-7ceb86775f1c,1956-03-26,2013-12-24,999-73-6743,S99936899,X73567804X,Ms.,Stephenie799,Jaskolski867,,,S,white,nonhispanic,F,Wareham  Massachusetts  US,474 Strosin Highlands,Boston,Massachusetts,Suffolk County,02215,42.362914740865584,-71.06952663279174,1896793.62,308920.50
2ef75c88-c1e5-f1f3-68f0-25f6e979c1d5,1978-11-22,,999-13-2980,S99998166,X65838891X,Mrs.,Tanya49,Schmitt836,,Huels583,M,hawaiian,nonhispanic,F,Swampscott  Massachusetts  US,922 Walker Lane,Chicopee,Massachusetts,Hampden County,,42.16319448127525,-72.6487969765331,1504043.85,255587.41
130df574-20da-a575-35df-930b0d3e2fdd,1983-02-08,,999-53-8186,S99977338,X86802754X,Mr.,Cletus494,Feest103,,,M,white,hispanic,M,Peabody  Massachusetts  US,693 Reinger Branch Apt 83,Walpole,Massachusetts,Norfolk County,,42.1920911461537,-71.25881218705264,1181875.28,0.00
661bded4-6a87-a502-d62d-8807e0f410ca,2005-07-07,,999-57-7601,S99983406,,,Shantae970,Quitzon246,,,,white,nonhispanic,F,Lunenburg  Massachusetts  US,993 Murazik Junction,Westwood,Massachusetts,Norfolk County,,42.23916264624455,-71.21514238337208,404470.17,280.81
73526d4d-187f-7f63-1d83-cf0acfc61bc2,1948-08-19,2019-10-26,999-21-4863,S99943652,X70426807X,Ms.,Agueda283,Schumm995,,,S,white,nonhispanic,F,Richmond  Massachusetts  US,368 Lindgren Parade Suite 39,Westborough,Massachusetts,Worcester County,,42.29204505737785,-71.60856784076881,2812992.35,845528.27
f54c4f5e-3d15-62cc-144b-ba4dcbca1fcb,1961-01-07,2007-11-06,999-15-2730,S99987399,X82224514X,Mr.,Felton646,Howe413,,,M,white,nonhispanic,M,West Springfield  Massachusetts  US,268 Hayes Avenue Suite 63,Westfield,Massachusetts,Hampden County,01085,42.107354175321646,-72.79791092832491,1435649.53,479.82
6c04693b-291c-1bac-34f0-7ac6968e4a7d,1956-03-26,,999-13-6826,S99991986,X26799288X,Mrs.,Edelmira985,McClure239,,Rogahn59,M,white,nonhispanic,F,Springfield  Massachusetts  US,308 Ward Highlands Suite 42,Boston,Massachusetts,Suffolk County,02467,42.27744669289399,-71.1361441806574,2309295.72,271588.30
74bdacf8-39ae-def2-e29d-1a3ccd33018d,1992-08-02,,999-29-4323,S99986058,X9719759X,Mr.,Winford225,Leannon79,,,M,white,nonhispanic,M,Agawam  Massachusetts  US,127 Schiller Key Apt 25,Lee,Massachusetts,Berkshire County,01238,42.26642688162855,-73.18705194130865,927397.35,1138.10
ef82a6e8-577d-e1c3-21e8-16e02dedcdab,1948-08-19,,999-45-5994,S99984143,X69276274X,Mrs.,Willene254,Nikolaus26,,Koelpin146,M,white,nonhispanic,F,Framingham  Massachusetts  US,314 Ullrich Gardens Apt 34,Westborough,Massachusetts,Worcester County,,42.27801685315778,-71.5684768386283,2017715.02,347703.52
29901589-9677-67f0-f5f8-5a65d3898b41,2016-01-02,,999-40-4240,,,,An125,Goyette777,,,,white,nonhispanic,F,Naples  Campania  IT,963 Hauck Vista,Springfield,Massachusetts,Hampden County,01107,42.163235281404134,-72.52293189208231,20573.95,11284.80
678f6dd7-1072-ed64-78f0-380c72194665,1946-03-15,,999-40-5397,S99953561,X21963339X,Mr.,Herschel574,Stiedemann542,,,S,white,nonhispanic,M,Boston  Massachusetts  US,206 Greenfelder Camp Apt 28,Natick,Massachusetts,Middlesex County,,42.29717394180993,-71.34804465505817,1907109.20,75638.60
38ea787f-c6e7-bd96-5861-bae9eeee6329,1982-10-01,,999-50-9776,S99969506,X19260439X,Mrs.,Gillian484,Moore224,,Pagac496,M,white,nonhispanic,F,Somerville  Massachusetts  US,146 Hermiston Bypass Apt 44,East Pepperell,Massachusetts,Middlesex County,,42.624583688836516,-71.55595259455384,552262.59,9485.24
7f58a565-6190-a665-2aac-bc3c3d9da438,2012-02-03,,999-58-5568,,,,Morgan564,Bartell116,,,,hawaiian,hispanic,M,Westford  Massachusetts  US,722 Hamill Forge,Holliston,Massachusetts,Middlesex County,,42.15136484283971,-71.4065133923367,259030.75,249.40
9c0abb5a-c395-3441-567b-7bbcdb65c9ad,1961-01-07,2012-03-31,999-75-1413,S99977166,X29014779X,Mr.,Andrea7,Berge125,,,M,white,nonhispanic,M,Barnstable  Massachusetts  US,359 Green Corner Unit 78,Westfield,Massachusetts,Hampden County,01086,42.12745829602134,-72.75791397044708,1327375.92,14583.90
be2724e0-660d-85a5-52d0-4e37b712403d,1987-09-02,,999-58-8293,S99946227,X77817733X,Mrs.,Willia886,Kessler503,,Grant908,M,white,nonhispanic,F,Boston  Massachusetts  US,474 Gerlach Club Apt 89,Wellesley,Massachusetts,Norfolk County,02492,42.25212582121781,-71.25819732438374,2045330.79,129527.26
841463ed-cb9a-0113-e56f-57348305df41,1989-04-14,,999-61-3957,S99919756,X9710117X,Mr.,Max124,Corkery305,,,M,white,hispanic,M,Pinehurst  Massachusetts  US,516 Kling Ferry,Newbury,Massachusetts,Essex County,,42.77013780387877,-70.82644553966306,842444.48,0.00
158413fd-4287-6e6b-3e16-2e3f5b71d5c1,2009-05-20,,999-99-8759,,,,Delbert384,Will178,,,,asian,nonhispanic,M,Quincy  Massachusetts  US,510 Kilback Landing Suite 52,Needham,Massachusetts,Norfolk County,02494,42.27449560241308,-71.23961379696738,336185.85,516.01
ddae07cb-58ef-15bd-1862-9a844f7e4e96,1944-03-07,,999-26-9026,S99987369,X46665699X,Ms.,Christie481,Orn563,,,S,asian,nonhispanic,F,Fitchburg  Massachusetts  US,630 Yundt Rapid Unit 1,Newton,Massachusetts,Middlesex County,02464,42.40335871075887,-71.19282752988684,2674488.28,504891.76
e932962e-8091-010f-6b74-7a7bd81a1ab2,2013-01-31,,999-92-6165,,,,Reynaldo722,Schneider199,,,,black,nonhispanic,M,Berkley  Massachusetts  US,204 Kirlin Track Apt 95,Pembroke,Massachusetts,Plymouth County,,42.07460046627785,-70.84211707767992,234463.49,165.60
af26474a-ffe2-8d4e-818a-2f10ace1f62d,1961-01-07,,999-72-8608,S99954950,X37892962X,Mr.,Adan632,McClure239,,,M,white,nonhispanic,M,Cambridge  Massachusetts  US,179 Lowe Rapid,Westfield,Massachusetts,Hampden County,01085,42.09078274203968,-72.7460846628977,1661455.76,31424.19
c29e809d-5512-4099-9cd3-d33d7a15823a,2015-11-01,,999-85-5344,,,,Wilfredo622,Lubowitz58,,,,white,nonhispanic,M,Groton  Massachusetts  US,583 Fadel Mill Unit 4,Easton,Massachusetts,Bristol County,,42.040925095348996,-71.1196046205451,184487.43,107.63
290a79a0-48ba-db1a-a6f6-82b4149ee060,1984-12-25,,999-18-9717,S99922586,X798974X,Mrs.,Greta919,Krajcik437,,Barton704,M,white,nonhispanic,F,Hudson  Massachusetts  US,895 Greenholt Haven,Lawrence,Massachusetts,Essex County,,42.723644526822945,-71.17032929226805,1420887.38,41677.50
8e43319d-5843-9447-62e2-409d7a762e0f,1974-08-26,,999-16-8690,S99968868,X42143438X,Mrs.,Stacie105,Sauer652,,Ryan260,M,white,nonhispanic,F,Worcester  Massachusetts  US,715 Lynch Landing Unit 99,Pittsfield,Massachusetts,Berkshire County,,42.46149122817997,-73.23288696121239,771508.52,245375.19
6af0cec2-e892-72c6-4f41-88d4abc6d5aa,1968-04-15,,999-36-2275,S99972465,X50859587X,Mrs.,Brigida296,Von197,,Macejkovic424,M,white,nonhispanic,F,Springfield  Massachusetts  US,1026 Weimann Rest,Manchester-by-the-Sea,Massachusetts,Essex County,,42.56138357417027,-70.73498900204976,2136415.97,416689.09
c4e3f002-b64b-e61c-0640-cddd0e1eb57c,1960-07-19,,999-83-3482,S99959061,X73002162X,Mrs.,Carey440,Effertz744,,Strosin214,M,white,nonhispanic,F,West Yarmouth  Massachusetts  US,284 Quigley Haven,Belmont,Massachusetts,Middlesex County,,42.356918109170394,-71.19767716014645,1837110.42,211996.77
287974d8-269a-2abf-78e0-0801d225eaf9,1981-12-23,,999-63-1853,S99980514,X44541940X,Mr.,Ross213,Windler79,,,M,white,nonhispanic,M,Millis  Massachusetts  US,883 Heaney Harbor,Boston,Massachusetts,Suffolk County,02129,42.34470787393312,-71.08076866332121,979596.34,1224.27
e74ecbbb-4007-0861-1517-95af77a294a0,1943-10-29,,999-53-2466,S99999023,X45270022X,Ms.,Siu135,Jenkins714,,,S,white,nonhispanic,F,Revere  Massachusetts  US,1077 Koch Haven Unit 16,Framingham,Massachusetts,Middlesex County,01701,42.23541693553108,-71.38842133015132,1145663.47,272490.89
4d912369-0acf-f6fc-c504-2b25e92c2ae4,1998-06-06,,999-27-9758,S99952632,X60055465X,Mr.,Rodolfo763,Morissette863,,,,white,nonhispanic,M,Dover  Massachusetts  US,720 Cartwright Promenade Apt 3,Cambridge,Massachusetts,Middlesex County,02472,42.361720071055075,-71.09334731121662,605117.30,18398.78
